CoDIGO PERSONA;EMPRESA;EDAD;SEXO;SEGMENTO;SEGMENTO_PERSONAL;NACIONAL/ EXTRANJERO;AGRUPADOR;MES DE INICIO;TOTAL HORAS POR PERSONA;CAPACITACION_DE_PAGA;HORAS POR CURSO;CAPACIDAD;MODALIDAD;INVERSION PERCAPITA (US$);DOCENTE/INSTITUCIoN;ASISTENCIA
6521266;Rimac Seguros y Reasegrs;28;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6540711;Rimac Seguros y Reasegrs;34;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6536819;Rimac Seguros y Reasegrs;32;Masculino;Sub-Gerente;GERENCIAL;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500057;Rimac Seguros y Reasegrs;43;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6504654;Rimac S.A. EPS;37;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500651;Rimac Seguros y Reasegrs;53;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6542213;Rimac Seguros y Reasegrs;38;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541064;Rimac Seguros y Reasegrs;47;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6539416;Rimac Seguros y Reasegrs;50;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541597;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6533620;Rimac Seguros y Reasegrs;38;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6540775;Rimac Seguros y Reasegrs;45;Masculino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541806;Rimac Seguros y Reasegrs;32;Masculino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541827;Rimac Seguros y Reasegrs;33;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500308;Rimac Seguros y Reasegrs;50;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541814;Rimac Seguros y Reasegrs;25;Masculino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6510779;Rimac Seguros y Reasegrs;50;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541575;Rimac Seguros y Reasegrs;27;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6537974;Rimac S.A. EPS;35;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6540542;Rimac Seguros y Reasegrs;29;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6501507;Rimac Seguros y Reasegrs;38;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6501614;Rimac Seguros y Reasegrs;42;Masculino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500198;Rimac Seguros y Reasegrs;45;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6533271;Rimac S.A. EPS;32;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500349;Rimac Seguros y Reasegrs;64;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500243;Rimac Seguros y Reasegrs;39;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6538042;Rimac Seguros y Reasegrs;25;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500814;Rimac Seguros y Reasegrs;46;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500739;Rimac Seguros y Reasegrs;40;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500900;Rimac Seguros y Reasegrs;31;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500823;Rimac Seguros y Reasegrs;34;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6504496;Rimac S.A. EPS;41;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6521268;Rimac S.A. EPS;42;Masculino;Gerente;GERENCIAL;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6532678;Rimac Seguros y Reasegrs;24;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6504773;Rimac S.A. EPS;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6533793;Rimac Seguros y Reasegrs;31;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6539447;Rimac Seguros y Reasegrs;25;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6532407;Rimac Seguros y Reasegrs;36;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6542254;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6540766;Rimac Seguros y Reasegrs;26;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6506387;Rimac Seguros y Reasegrs;34;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6501184;Rimac Seguros y Reasegrs;37;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6538167;Rimac Seguros y Reasegrs;25;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6505974;Rimac Seguros y Reasegrs;37;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541540;Rimac Seguros y Reasegrs;47;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6523854;Rimac S.A. EPS;28;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6532639;Rimac Seguros y Reasegrs;30;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6526566;Rimac Seguros y Reasegrs;25;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6529510;Rimac Seguros y Reasegrs;37;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6540526;Rimac Seguros y Reasegrs;24;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6532627;Rimac S.A. EPS;39;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6503924;Rimac Seguros y Reasegrs;35;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500978;Rimac Seguros y Reasegrs;43;Masculino;Gerente;GERENCIAL;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6514270;Rimac S.A. EPS;32;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6540475;Rimac Seguros y Reasegrs;46;Masculino;Gerente;GERENCIAL;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6502758;Rimac Seguros y Reasegrs;45;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6542215;Rimac S.A. EPS;38;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541624;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6525392;Rimac Seguros y Reasegrs;33;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6538032;Rimac Seguros y Reasegrs;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6540555;Rimac Seguros y Reasegrs;36;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6528319;Rimac Seguros y Reasegrs;32;Masculino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6533801;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500422;Rimac Seguros y Reasegrs;49;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6504461;Rimac S.A. EPS;44;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500943;Rimac Seguros y Reasegrs;36;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6532234;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6504854;Rimac S.A. EPS;34;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541664;Rimac S.A. EPS;24;Femenino;Practicante;PRACTICANTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6538379;Rimac Seguros y Reasegrs;44;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6528278;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6502614;Rimac Seguros y Reasegrs;38;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6536016;Rimac Seguros y Reasegrs;33;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6537973;Rimac Seguros y Reasegrs;37;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6501047;Rimac Seguros y Reasegrs;35;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6503347;Rimac Seguros y Reasegrs;57;Masculino;Empleado FFVV;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6515741;Rimac Seguros y Reasegrs;54;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541286;Rimac Seguros y Reasegrs;26;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6505489;Rimac Seguros y Reasegrs;42;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6532597;Rimac Seguros y Reasegrs;41;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541024;Rimac Seguros y Reasegrs;38;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500463;Rimac Seguros y Reasegrs;42;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6501233;Rimac Seguros y Reasegrs;44;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6538161;Rimac Seguros y Reasegrs;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6502226;Rimac Seguros y Reasegrs;39;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500135;Rimac Seguros y Reasegrs;51;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500705;Rimac Seguros y Reasegrs;34;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6503439;Rimac Seguros y Reasegrs;30;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541609;Rimac Seguros y Reasegrs;21;Masculino;Practicante;PRACTICANTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6504974;Rimac S.A. EPS;38;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6501341;Rimac Seguros y Reasegrs;32;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500560;Rimac Seguros y Reasegrs;40;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6540734;Rimac Seguros y Reasegrs;40;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6533804;Rimac Seguros y Reasegrs;29;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6521598;Rimac S.A. EPS;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6540369;Rimac Seguros y Reasegrs;23;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6502333;Rimac Seguros y Reasegrs;34;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6538000;Rimac Seguros y Reasegrs;29;Masculino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6533790;Rimac Seguros y Reasegrs;37;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500104;Rimac Seguros y Reasegrs;45;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6510220;Rimac S.A. EPS;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6520410;Rimac Seguros y Reasegrs;30;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6518057;Rimac Seguros y Reasegrs;37;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6504663;Rimac S.A. EPS;35;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6532389;Rimac Seguros y Reasegrs;35;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6542245;Rimac Seguros y Reasegrs;43;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6539799;Rimac S.A. EPS;34;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6504253;Rimac Seguros y Reasegrs;45;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6502128;Rimac Seguros y Reasegrs;36;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541508;Rimac Seguros y Reasegrs;32;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6539460;Rimac Seguros y Reasegrs;30;Femenino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6532369;Rimac Seguros y Reasegrs;31;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6507850;Rimac Seguros y Reasegrs;32;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6537127;Rimac Seguros y Reasegrs;30;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6502915;Rimac Seguros y Reasegrs;51;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6517743;Rimac Seguros y Reasegrs;29;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6508515;Rimac Seguros y Reasegrs;29;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541023;Rimac Seguros y Reasegrs;41;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6501943;Rimac Seguros y Reasegrs;49;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6505022;Rimac S.A. EPS;44;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541594;Rimac Seguros y Reasegrs;23;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6501555;Rimac Seguros y Reasegrs;43;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6501317;Rimac Seguros y Reasegrs;31;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6507073;Rimac Seguros y Reasegrs;32;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500131;Rimac Seguros y Reasegrs;59;Masculino;Gerente Corporativo;GERENCIAL;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6501399;Rimac Seguros y Reasegrs;41;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6501570;Rimac Seguros y Reasegrs;55;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6503993;Rimac Seguros y Reasegrs;49;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500500;Rimac Seguros y Reasegrs;50;Femenino;Secretaria;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6540435;Rimac Seguros y Reasegrs;30;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6540887;Rimac Seguros y Reasegrs;38;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6526131;Rimac Seguros y Reasegrs;26;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6523210;Rimac Seguros y Reasegrs;29;Femenino;Empleado FFVV;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500187;Rimac Seguros y Reasegrs;43;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6504618;Rimac S.A. EPS;50;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6502056;Rimac Seguros y Reasegrs;45;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500864;Rimac Seguros y Reasegrs;41;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6541666;Rimac Seguros y Reasegrs;39;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6500339;Rimac Seguros y Reasegrs;41;Masculino;Jefe;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6504888;Rimac S.A. EPS;31;Femenino;Empleado;ATENCION AL CLIENTE;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6525623;Rimac Seguros y Reasegrs;32;Masculino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
6536041;Rimac Seguros y Reasegrs;27;Femenino;Empleado;ADMINISTRATIVOS;NACIONAL;LEARNING;7;1;1;0;NEGOCIO;VIRTUAL;0;KURIOS;ASISTIO
